,chromosome,gene_id,new_start,tss_same,tss_len,n_tss_same,n_iso,max_tss_size,num_tss_1_iso,tss_class,gene_name,tss_same_name,filter,idx
68328,5,ENSMUSG00000029647,147539277,['ENSMUST00000176553'],1,1,23,3,18,68328,Pan3_ENSMUSG00000029647,Pan3-207_ENSMUST00000176553,0,13482
68331,5,ENSMUSG00000029648,147646807,['ENSMUST00000200895'],1,1,6,2,4,68331,Flt1_ENSMUSG00000029648,Flt1-206_ENSMUST00000200895,0,13483
68332,5,ENSMUSG00000029648,147725988,"['ENSMUST00000110529', 'ENSMUST00000031652']",2,2,6,2,4,68332,Flt1_ENSMUSG00000029648,Flt1-203_ENSMUST00000110529,0,13484
68332,5,ENSMUSG00000029648,147725988,"['ENSMUST00000110529', 'ENSMUST00000031652']",2,2,6,2,4,68332,Flt1_ENSMUSG00000029648,Flt1-201_ENSMUST00000031652,0,13484
68333,5,ENSMUSG00000029648,147726011,['ENSMUST00000031653'],1,1,6,2,4,68333,Flt1_ENSMUSG00000029648,Flt1-202_ENSMUST00000031653,0,13485
68340,5,ENSMUSG00000029650,147879869,['ENSMUST00000152064'],1,1,4,3,1,68340,Slc46a3_ENSMUSG00000029650,Slc46a3-204_ENSMUST00000152064,0,13486
68361,5,ENSMUSG00000029657,149619173,['ENSMUST00000201877'],1,1,11,3,8,68361,Hsph1_ENSMUSG00000029657,Hsph1-208_ENSMUST00000201877,0,13487
68362,5,ENSMUSG00000029657,149621187,['ENSMUST00000202137'],1,1,11,3,8,68362,Hsph1_ENSMUSG00000029657,Hsph1-210_ENSMUST00000202137,0,13488
68363,5,ENSMUSG00000029657,149633887,['ENSMUST00000201666'],1,1,11,3,8,68363,Hsph1_ENSMUSG00000029657,Hsph1-207_ENSMUST00000201666,0,13489
68364,5,ENSMUSG00000029657,149636171,['ENSMUST00000201452'],1,1,11,3,8,68364,Hsph1_ENSMUSG00000029657,Hsph1-205_ENSMUST00000201452,0,13490
68365,5,ENSMUSG00000029657,149636209,['ENSMUST00000074846'],1,1,11,3,8,68365,Hsph1_ENSMUSG00000029657,Hsph1-201_ENSMUST00000074846,0,13491
68366,5,ENSMUSG00000029657,149636290,['ENSMUST00000200805'],1,1,11,3,8,68366,Hsph1_ENSMUSG00000029657,Hsph1-202_ENSMUST00000200805,0,13492
68368,5,ENSMUSG00000029657,149636351,['ENSMUST00000200825'],1,1,11,3,8,68368,Hsph1_ENSMUSG00000029657,Hsph1-203_ENSMUST00000200825,0,13493
68369,5,ENSMUSG00000029657,149636376,['ENSMUST00000201559'],1,1,11,3,8,68369,Hsph1_ENSMUSG00000029657,Hsph1-206_ENSMUST00000201559,0,13494
68371,5,ENSMUSG00000029658,149529685,['ENSMUST00000202257'],1,1,7,2,5,68371,Wdr95_ENSMUSG00000029658,Wdr95-204_ENSMUST00000202257,0,13495
68372,5,ENSMUSG00000029658,149529691,['ENSMUST00000201525'],1,1,7,2,5,68372,Wdr95_ENSMUSG00000029658,Wdr95-203_ENSMUST00000201525,0,13496
68374,5,ENSMUSG00000029658,149536607,['ENSMUST00000201183'],1,1,7,2,5,68374,Wdr95_ENSMUSG00000029658,Wdr95-202_ENSMUST00000201183,0,13497
68458,5,ENSMUSG00000029712,137553517,['ENSMUST00000136088'],1,1,9,2,3,68458,Actl6b_ENSMUSG00000029712,Actl6b-203_ENSMUST00000136088,0,13498
68459,5,ENSMUSG00000029712,137553520,['ENSMUST00000139395'],1,1,9,2,3,68459,Actl6b_ENSMUSG00000029712,Actl6b-205_ENSMUST00000139395,0,13499
68460,5,ENSMUSG00000029712,137553538,"['ENSMUST00000145500', 'ENSMUST00000198601']",2,2,9,2,3,68460,Actl6b_ENSMUSG00000029712,Actl6b-206_ENSMUST00000145500,0,13500
68460,5,ENSMUSG00000029712,137553538,"['ENSMUST00000145500', 'ENSMUST00000198601']",2,2,9,2,3,68460,Actl6b_ENSMUSG00000029712,Actl6b-209_ENSMUST00000198601,0,13500
68461,5,ENSMUSG00000029712,137553539,['ENSMUST00000136565'],1,1,9,2,3,68461,Actl6b_ENSMUSG00000029712,Actl6b-204_ENSMUST00000136565,0,13501
68462,5,ENSMUSG00000029712,137553555,"['ENSMUST00000149292', 'ENSMUST00000125489']",2,2,9,2,3,68462,Actl6b_ENSMUSG00000029712,Actl6b-207_ENSMUST00000149292,0,13502
68462,5,ENSMUSG00000029712,137553555,"['ENSMUST00000149292', 'ENSMUST00000125489']",2,2,9,2,3,68462,Actl6b_ENSMUSG00000029712,Actl6b-202_ENSMUST00000125489,0,13502
68463,5,ENSMUSG00000029712,137553557,"['ENSMUST00000196154', 'ENSMUST00000031725']",2,2,9,2,3,68463,Actl6b_ENSMUSG00000029712,Actl6b-208_ENSMUST00000196154,0,13503
68463,5,ENSMUSG00000029712,137553557,"['ENSMUST00000196154', 'ENSMUST00000031725']",2,2,9,2,3,68463,Actl6b_ENSMUSG00000029712,Actl6b-201_ENSMUST00000031725,0,13503
68484,5,ENSMUSG00000029716,137569851,['ENSMUST00000031729'],1,1,11,2,9,68484,Tfr2_ENSMUSG00000029716,Tfr2-201_ENSMUST00000031729,0,13504
68487,5,ENSMUSG00000029716,137570720,['ENSMUST00000196471'],1,1,11,2,9,68487,Tfr2_ENSMUSG00000029716,Tfr2-204_ENSMUST00000196471,0,13505
68490,5,ENSMUSG00000029716,137574515,['ENSMUST00000197705'],1,1,11,2,9,68490,Tfr2_ENSMUSG00000029716,Tfr2-205_ENSMUST00000197705,0,13506
68491,5,ENSMUSG00000029716,137578893,['ENSMUST00000196375'],1,1,11,2,9,68491,Tfr2_ENSMUSG00000029716,Tfr2-202_ENSMUST00000196375,0,13507
68492,5,ENSMUSG00000029716,137583285,"['ENSMUST00000196450', 'ENSMUST00000199069']",2,2,11,2,9,68492,Tfr2_ENSMUSG00000029716,Tfr2-203_ENSMUST00000196450,0,13508
68492,5,ENSMUSG00000029716,137583285,"['ENSMUST00000196450', 'ENSMUST00000199069']",2,2,11,2,9,68492,Tfr2_ENSMUSG00000029716,Tfr2-209_ENSMUST00000199069,0,13508
68506,5,ENSMUSG00000029722,137661762,['ENSMUST00000147518'],1,1,6,2,4,68506,Agfg2_ENSMUSG00000029722,Agfg2-204_ENSMUST00000147518,0,13509
68508,5,ENSMUSG00000029722,137684680,['ENSMUST00000100544'],1,1,6,2,4,68508,Agfg2_ENSMUSG00000029722,Agfg2-202_ENSMUST00000100544,0,13510
68509,5,ENSMUSG00000029722,137684693,['ENSMUST00000138604'],1,1,6,2,4,68509,Agfg2_ENSMUSG00000029722,Agfg2-203_ENSMUST00000138604,0,13511
68510,5,ENSMUSG00000029722,137684726,"['ENSMUST00000031736', 'ENSMUST00000151839']",2,2,6,2,4,68510,Agfg2_ENSMUSG00000029722,Agfg2-201_ENSMUST00000031736,0,13512
68510,5,ENSMUSG00000029722,137684726,"['ENSMUST00000031736', 'ENSMUST00000151839']",2,2,6,2,4,68510,Agfg2_ENSMUSG00000029722,Agfg2-205_ENSMUST00000151839,0,13512
68530,5,ENSMUSG00000029729,138085084,"['ENSMUST00000019660', 'ENSMUST00000066617']",2,2,4,2,2,68530,Zkscan1_ENSMUSG00000029729,Zkscan1-201_ENSMUST00000019660,0,13513
68530,5,ENSMUSG00000029729,138085084,"['ENSMUST00000019660', 'ENSMUST00000066617']",2,2,4,2,2,68530,Zkscan1_ENSMUSG00000029729,Zkscan1-202_ENSMUST00000066617,0,13513
68531,5,ENSMUSG00000029729,138085120,['ENSMUST00000110963'],1,1,4,2,2,68531,Zkscan1_ENSMUSG00000029729,Zkscan1-204_ENSMUST00000110963,0,13514
68543,5,ENSMUSG00000031558,47983138,['ENSMUST00000173107'],1,1,23,6,17,68543,Slit2_ENSMUSG00000031558,Slit2-208_ENSMUST00000173107,0,13515
68545,5,ENSMUSG00000031558,47983158,['ENSMUST00000197400'],1,1,23,6,17,68545,Slit2_ENSMUSG00000031558,Slit2-221_ENSMUST00000197400,0,13516
68546,5,ENSMUSG00000031558,47983177,['ENSMUST00000196024'],1,1,23,6,17,68546,Slit2_ENSMUSG00000031558,Slit2-220_ENSMUST00000196024,0,13517
68547,5,ENSMUSG00000031558,47984994,['ENSMUST00000173926'],1,1,23,6,17,68547,Slit2_ENSMUSG00000031558,Slit2-214_ENSMUST00000173926,0,13518
68550,5,ENSMUSG00000031558,48174234,['ENSMUST00000197737'],1,1,23,6,17,68550,Slit2_ENSMUSG00000031558,Slit2-222_ENSMUST00000197737,0,13519
68551,5,ENSMUSG00000031558,48182102,['ENSMUST00000173303'],1,1,23,6,17,68551,Slit2_ENSMUSG00000031558,Slit2-209_ENSMUST00000173303,0,13520
68553,5,ENSMUSG00000031558,48223471,['ENSMUST00000172824'],1,1,23,6,17,68553,Slit2_ENSMUSG00000031558,Slit2-206_ENSMUST00000172824,0,13521
68555,5,ENSMUSG00000031558,48238501,['ENSMUST00000172493'],1,1,23,6,17,68555,Slit2_ENSMUSG00000031558,Slit2-204_ENSMUST00000172493,0,13522
68556,5,ENSMUSG00000031558,48245202,['ENSMUST00000199024'],1,1,23,6,17,68556,Slit2_ENSMUSG00000031558,Slit2-223_ENSMUST00000199024,0,13523
68560,5,ENSMUSG00000031558,48281778,['ENSMUST00000173686'],1,1,23,6,17,68560,Slit2_ENSMUSG00000031558,Slit2-212_ENSMUST00000173686,0,13524
68618,5,ENSMUSG00000033434,110105335,['ENSMUST00000138507'],1,1,12,2,10,68618,Gtpbp6_ENSMUSG00000033434,Gtpbp6-207_ENSMUST00000138507,0,13525
68619,5,ENSMUSG00000033434,110106924,['ENSMUST00000131918'],1,1,12,2,10,68619,Gtpbp6_ENSMUSG00000033434,Gtpbp6-204_ENSMUST00000131918,0,13526
68620,5,ENSMUSG00000033434,110107176,['ENSMUST00000199496'],1,1,12,2,10,68620,Gtpbp6_ENSMUSG00000033434,Gtpbp6-212_ENSMUST00000199496,0,13527
68621,5,ENSMUSG00000033434,110107202,['ENSMUST00000127628'],1,1,12,2,10,68621,Gtpbp6_ENSMUSG00000033434,Gtpbp6-202_ENSMUST00000127628,0,13528
68622,5,ENSMUSG00000033434,110107416,['ENSMUST00000135409'],1,1,12,2,10,68622,Gtpbp6_ENSMUSG00000033434,Gtpbp6-205_ENSMUST00000135409,0,13529
68623,5,ENSMUSG00000033434,110107432,['ENSMUST00000131774'],1,1,12,2,10,68623,Gtpbp6_ENSMUSG00000033434,Gtpbp6-203_ENSMUST00000131774,0,13530
68624,5,ENSMUSG00000033434,110107607,['ENSMUST00000136722'],1,1,12,2,10,68624,Gtpbp6_ENSMUSG00000033434,Gtpbp6-206_ENSMUST00000136722,0,13531
68625,5,ENSMUSG00000033434,110107711,"['ENSMUST00000140538', 'ENSMUST00000144162']",2,2,12,2,10,68625,Gtpbp6_ENSMUSG00000033434,Gtpbp6-209_ENSMUST00000140538,0,13532
68625,5,ENSMUSG00000033434,110107711,"['ENSMUST00000140538', 'ENSMUST00000144162']",2,2,12,2,10,68625,Gtpbp6_ENSMUSG00000033434,Gtpbp6-210_ENSMUST00000144162,0,13532
68626,5,ENSMUSG00000033434,110108140,['ENSMUST00000138881'],1,1,12,2,10,68626,Gtpbp6_ENSMUSG00000033434,Gtpbp6-208_ENSMUST00000138881,0,13533
68627,5,ENSMUSG00000033434,110108161,['ENSMUST00000149227'],1,1,12,2,10,68627,Gtpbp6_ENSMUSG00000033434,Gtpbp6-211_ENSMUST00000149227,0,13534
68628,5,ENSMUSG00000033434,110108197,['ENSMUST00000077220'],1,1,12,2,10,68628,Gtpbp6_ENSMUSG00000033434,Gtpbp6-201_ENSMUST00000077220,0,13535
68633,5,ENSMUSG00000033540,108669106,"['ENSMUST00000140620', 'ENSMUST00000112563']",2,2,8,2,6,68633,Idua_ENSMUSG00000033540,Idua-206_ENSMUST00000140620,0,13536
68633,5,ENSMUSG00000033540,108669106,"['ENSMUST00000140620', 'ENSMUST00000112563']",2,2,8,2,6,68633,Idua_ENSMUSG00000033540,Idua-202_ENSMUST00000112563,0,13536
68634,5,ENSMUSG00000033540,108669295,['ENSMUST00000151445'],1,1,8,2,6,68634,Idua_ENSMUSG00000033540,Idua-207_ENSMUST00000151445,0,13537
68635,5,ENSMUSG00000033540,108669311,['ENSMUST00000119212'],1,1,8,2,6,68635,Idua_ENSMUSG00000033540,Idua-203_ENSMUST00000119212,0,13538
68636,5,ENSMUSG00000033540,108669347,['ENSMUST00000139734'],1,1,8,2,6,68636,Idua_ENSMUSG00000033540,Idua-205_ENSMUST00000139734,0,13539
68637,5,ENSMUSG00000033540,108669459,['ENSMUST00000159464'],1,1,8,2,6,68637,Idua_ENSMUSG00000033540,Idua-208_ENSMUST00000159464,0,13540
68638,5,ENSMUSG00000033540,108682605,['ENSMUST00000133482'],1,1,8,2,6,68638,Idua_ENSMUSG00000033540,Idua-204_ENSMUST00000133482,0,13541
68641,5,ENSMUSG00000033623,108461232,"['ENSMUST00000112597', 'ENSMUST00000046975']",2,2,5,2,3,68641,Pcgf3_ENSMUSG00000033623,Pcgf3-202_ENSMUST00000112597,0,13542
68641,5,ENSMUSG00000033623,108461232,"['ENSMUST00000112597', 'ENSMUST00000046975']",2,2,5,2,3,68641,Pcgf3_ENSMUSG00000033623,Pcgf3-201_ENSMUST00000046975,0,13542
68642,5,ENSMUSG00000033623,108461313,['ENSMUST00000138264'],1,1,5,2,3,68642,Pcgf3_ENSMUSG00000033623,Pcgf3-203_ENSMUST00000138264,0,13543
68643,5,ENSMUSG00000033623,108473887,['ENSMUST00000143973'],1,1,5,2,3,68643,Pcgf3_ENSMUSG00000033623,Pcgf3-204_ENSMUST00000143973,0,13544
68644,5,ENSMUSG00000033623,108486220,['ENSMUST00000151897'],1,1,5,2,3,68644,Pcgf3_ENSMUSG00000033623,Pcgf3-205_ENSMUST00000151897,0,13545
68665,5,ENSMUSG00000034021,150673739,"['ENSMUST00000202170', 'ENSMUST00000016569']",2,2,8,2,6,68665,Pds5b_ENSMUSG00000034021,Pds5b-208_ENSMUST00000202170,0,13546
68665,5,ENSMUSG00000034021,150673739,"['ENSMUST00000202170', 'ENSMUST00000016569']",2,2,8,2,6,68665,Pds5b_ENSMUSG00000034021,Pds5b-201_ENSMUST00000016569,0,13546
68666,5,ENSMUSG00000034021,150673827,['ENSMUST00000038900'],1,1,8,2,6,68666,Pds5b_ENSMUSG00000034021,Pds5b-202_ENSMUST00000038900,0,13547
68667,5,ENSMUSG00000034021,150747822,['ENSMUST00000133738'],1,1,8,2,6,68667,Pds5b_ENSMUSG00000034021,Pds5b-205_ENSMUST00000133738,0,13548
68668,5,ENSMUSG00000034021,150756303,['ENSMUST00000110486'],1,1,8,2,6,68668,Pds5b_ENSMUSG00000034021,Pds5b-203_ENSMUST00000110486,0,13549
68669,5,ENSMUSG00000034021,150759364,['ENSMUST00000154083'],1,1,8,2,6,68669,Pds5b_ENSMUSG00000034021,Pds5b-206_ENSMUST00000154083,0,13550
68670,5,ENSMUSG00000034021,150793577,['ENSMUST00000201920'],1,1,8,2,6,68670,Pds5b_ENSMUSG00000034021,Pds5b-207_ENSMUST00000201920,0,13551
68671,5,ENSMUSG00000034021,150805229,['ENSMUST00000132947'],1,1,8,2,6,68671,Pds5b_ENSMUSG00000034021,Pds5b-204_ENSMUST00000132947,0,13552
68732,5,ENSMUSG00000034724,96086933,['ENSMUST00000152490'],1,1,10,2,8,68732,Cnot6l_ENSMUSG00000034724,Cnot6l-208_ENSMUST00000152490,0,13553
68733,5,ENSMUSG00000034724,96129028,['ENSMUST00000137066'],1,1,10,2,8,68733,Cnot6l_ENSMUSG00000034724,Cnot6l-205_ENSMUST00000137066,0,13554
68734,5,ENSMUSG00000034724,96161547,['ENSMUST00000122003'],1,1,10,2,8,68734,Cnot6l_ENSMUSG00000034724,Cnot6l-203_ENSMUST00000122003,0,13555
68735,5,ENSMUSG00000034724,96161742,['ENSMUST00000129646'],1,1,10,2,8,68735,Cnot6l_ENSMUSG00000034724,Cnot6l-204_ENSMUST00000129646,0,13556
68736,5,ENSMUSG00000034724,96161755,"['ENSMUST00000036646', 'ENSMUST00000113005']",2,2,10,2,8,68736,Cnot6l_ENSMUSG00000034724,Cnot6l-201_ENSMUST00000036646,0,13557
68736,5,ENSMUSG00000034724,96161755,"['ENSMUST00000036646', 'ENSMUST00000113005']",2,2,10,2,8,68736,Cnot6l_ENSMUSG00000034724,Cnot6l-202_ENSMUST00000113005,0,13557
68737,5,ENSMUSG00000034724,96161763,['ENSMUST00000154500'],1,1,10,2,8,68737,Cnot6l_ENSMUSG00000034724,Cnot6l-209_ENSMUST00000154500,0,13558
68738,5,ENSMUSG00000034724,96161871,['ENSMUST00000141383'],1,1,10,2,8,68738,Cnot6l_ENSMUSG00000034724,Cnot6l-207_ENSMUST00000141383,0,13559
68739,5,ENSMUSG00000034724,96161990,['ENSMUST00000155901'],1,1,10,2,8,68739,Cnot6l_ENSMUSG00000034724,Cnot6l-210_ENSMUST00000155901,0,13560
68740,5,ENSMUSG00000034724,96164171,['ENSMUST00000137207'],1,1,10,2,8,68740,Cnot6l_ENSMUSG00000034724,Cnot6l-206_ENSMUST00000137207,0,13561
68750,5,ENSMUSG00000034842,92331830,['ENSMUST00000125462'],1,1,19,6,10,68750,Art3_ENSMUSG00000034842,Art3-210_ENSMUST00000125462,0,13562
68753,5,ENSMUSG00000034842,92386887,['ENSMUST00000128246'],1,1,19,6,10,68753,Art3_ENSMUSG00000034842,Art3-212_ENSMUST00000128246,0,13563
68758,5,ENSMUSG00000034842,92392585,['ENSMUST00000126281'],1,1,19,6,10,68758,Art3_ENSMUSG00000034842,Art3-211_ENSMUST00000126281,0,13564
68759,5,ENSMUSG00000034842,92393059,['ENSMUST00000138003'],1,1,19,6,10,68759,Art3_ENSMUSG00000034842,Art3-215_ENSMUST00000138003,0,13565
68760,5,ENSMUSG00000034842,92401998,['ENSMUST00000152041'],1,1,19,6,10,68760,Art3_ENSMUSG00000034842,Art3-218_ENSMUST00000152041,0,13566
68767,5,ENSMUSG00000035234,100807326,['ENSMUST00000145429'],1,1,9,4,5,68767,Abraxas1_ENSMUSG00000035234,Abraxas1-206_ENSMUST00000145429,0,13567
68768,5,ENSMUSG00000035234,100820940,"['ENSMUST00000153302', 'ENSMUST00000200657', 'ENSMUST00000117364', 'ENSMUST00000131857']",4,4,9,4,5,68768,Abraxas1_ENSMUSG00000035234,Abraxas1-208_ENSMUST00000153302,0,13568
68768,5,ENSMUSG00000035234,100820940,"['ENSMUST00000153302', 'ENSMUST00000200657', 'ENSMUST00000117364', 'ENSMUST00000131857']",4,4,9,4,5,68768,Abraxas1_ENSMUSG00000035234,Abraxas1-209_ENSMUST00000200657,0,13568
68768,5,ENSMUSG00000035234,100820940,"['ENSMUST00000153302', 'ENSMUST00000200657', 'ENSMUST00000117364', 'ENSMUST00000131857']",4,4,9,4,5,68768,Abraxas1_ENSMUSG00000035234,Abraxas1-203_ENSMUST00000117364,0,13568
68768,5,ENSMUSG00000035234,100820940,"['ENSMUST00000153302', 'ENSMUST00000200657', 'ENSMUST00000117364', 'ENSMUST00000131857']",4,4,9,4,5,68768,Abraxas1_ENSMUSG00000035234,Abraxas1-205_ENSMUST00000131857,0,13568
68769,5,ENSMUSG00000035234,100820941,['ENSMUST00000129358'],1,1,9,4,5,68769,Abraxas1_ENSMUSG00000035234,Abraxas1-204_ENSMUST00000129358,0,13569
68771,5,ENSMUSG00000035234,100820947,['ENSMUST00000145707'],1,1,9,4,5,68771,Abraxas1_ENSMUSG00000035234,Abraxas1-207_ENSMUST00000145707,0,13570
68772,5,ENSMUSG00000035234,100820965,['ENSMUST00000055245'],1,1,9,4,5,68772,Abraxas1_ENSMUSG00000035234,Abraxas1-202_ENSMUST00000055245,0,13571
68792,5,ENSMUSG00000035310,100485411,['ENSMUST00000134439'],1,1,10,2,6,68792,Lin54_ENSMUSG00000035310,Lin54-203_ENSMUST00000134439,0,13572
68793,5,ENSMUSG00000035310,100498523,"['ENSMUST00000152387', 'ENSMUST00000139234']",2,2,10,2,6,68793,Lin54_ENSMUSG00000035310,Lin54-209_ENSMUST00000152387,0,13573
68793,5,ENSMUSG00000035310,100498523,"['ENSMUST00000152387', 'ENSMUST00000139234']",2,2,10,2,6,68793,Lin54_ENSMUSG00000035310,Lin54-205_ENSMUST00000139234,0,13573
68796,5,ENSMUSG00000035310,100498633,['ENSMUST00000154921'],1,1,10,2,6,68796,Lin54_ENSMUSG00000035310,Lin54-210_ENSMUST00000154921,0,13574
68797,5,ENSMUSG00000035310,100500592,['ENSMUST00000149714'],1,1,10,2,6,68797,Lin54_ENSMUSG00000035310,Lin54-208_ENSMUST00000149714,0,13575
68798,5,ENSMUSG00000035310,100500626,['ENSMUST00000046154'],1,1,10,2,6,68798,Lin54_ENSMUSG00000035310,Lin54-201_ENSMUST00000046154,0,13576
68799,5,ENSMUSG00000035310,100500639,['ENSMUST00000144030'],1,1,10,2,6,68799,Lin54_ENSMUSG00000035310,Lin54-206_ENSMUST00000144030,0,13577
68863,5,ENSMUSG00000036377,76656512,['ENSMUST00000086909'],1,1,12,2,10,68863,C530008M17Rik_ENSMUSG00000036377,C530008M17Rik-201_ENSMUST00000086909,0,13578
68864,5,ENSMUSG00000036377,76657683,['ENSMUST00000128112'],1,1,12,2,10,68864,C530008M17Rik_ENSMUSG00000036377,C530008M17Rik-207_ENSMUST00000128112,0,13579
68865,5,ENSMUSG00000036377,76657685,['ENSMUST00000187287'],1,1,12,2,10,68865,C530008M17Rik_ENSMUSG00000036377,C530008M17Rik-212_ENSMUST00000187287,0,13580
68867,5,ENSMUSG00000036377,76752368,['ENSMUST00000121160'],1,1,12,2,10,68867,C530008M17Rik_ENSMUSG00000036377,C530008M17Rik-204_ENSMUST00000121160,0,13581
68868,5,ENSMUSG00000036377,76809988,['ENSMUST00000120818'],1,1,12,2,10,68868,C530008M17Rik_ENSMUSG00000036377,C530008M17Rik-203_ENSMUST00000120818,0,13582
68869,5,ENSMUSG00000036377,76840599,"['ENSMUST00000120639', 'ENSMUST00000163347']",2,2,12,2,10,68869,C530008M17Rik_ENSMUSG00000036377,C530008M17Rik-202_ENSMUST00000120639,0,13583
68869,5,ENSMUSG00000036377,76840599,"['ENSMUST00000120639', 'ENSMUST00000163347']",2,2,12,2,10,68869,C530008M17Rik_ENSMUSG00000036377,C530008M17Rik-211_ENSMUST00000163347,0,13583
68870,5,ENSMUSG00000036377,76840619,['ENSMUST00000121851'],1,1,12,2,10,68870,C530008M17Rik_ENSMUSG00000036377,C530008M17Rik-205_ENSMUST00000121851,0,13584
68871,5,ENSMUSG00000036377,76858842,['ENSMUST00000152373'],1,1,12,2,10,68871,C530008M17Rik_ENSMUSG00000036377,C530008M17Rik-210_ENSMUST00000152373,0,13585
68872,5,ENSMUSG00000036377,76866101,['ENSMUST00000151567'],1,1,12,2,10,68872,C530008M17Rik_ENSMUSG00000036377,C530008M17Rik-209_ENSMUST00000151567,0,13586
68877,5,ENSMUSG00000036435,76529311,['ENSMUST00000087133'],1,1,12,2,10,68877,Exoc1_ENSMUSG00000036435,Exoc1-202_ENSMUST00000087133,0,13587
68878,5,ENSMUSG00000036435,76529323,['ENSMUST00000113493'],1,1,12,2,10,68878,Exoc1_ENSMUSG00000036435,Exoc1-203_ENSMUST00000113493,0,13588
68880,5,ENSMUSG00000036435,76529344,['ENSMUST00000131470'],1,1,12,2,10,68880,Exoc1_ENSMUSG00000036435,Exoc1-204_ENSMUST00000131470,0,13589
68881,5,ENSMUSG00000036435,76529358,"['ENSMUST00000137018', 'ENSMUST00000049469']",2,2,12,2,10,68881,Exoc1_ENSMUSG00000036435,Exoc1-207_ENSMUST00000137018,0,13590
68881,5,ENSMUSG00000036435,76529358,"['ENSMUST00000137018', 'ENSMUST00000049469']",2,2,12,2,10,68881,Exoc1_ENSMUSG00000036435,Exoc1-201_ENSMUST00000049469,0,13590
68882,5,ENSMUSG00000036435,76541944,['ENSMUST00000141884'],1,1,12,2,10,68882,Exoc1_ENSMUSG00000036435,Exoc1-208_ENSMUST00000141884,0,13591
68883,5,ENSMUSG00000036435,76552646,['ENSMUST00000202151'],1,1,12,2,10,68883,Exoc1_ENSMUSG00000036435,Exoc1-212_ENSMUST00000202151,0,13592
68884,5,ENSMUSG00000036435,76560369,['ENSMUST00000132807'],1,1,12,2,10,68884,Exoc1_ENSMUSG00000036435,Exoc1-205_ENSMUST00000132807,0,13593
68885,5,ENSMUSG00000036435,76561236,['ENSMUST00000143489'],1,1,12,2,10,68885,Exoc1_ENSMUSG00000036435,Exoc1-209_ENSMUST00000143489,0,13594
68886,5,ENSMUSG00000036435,76561374,['ENSMUST00000134521'],1,1,12,2,10,68886,Exoc1_ENSMUSG00000036435,Exoc1-206_ENSMUST00000134521,0,13595
68887,5,ENSMUSG00000036435,76567882,['ENSMUST00000143736'],1,1,12,2,10,68887,Exoc1_ENSMUSG00000036435,Exoc1-210_ENSMUST00000143736,0,13596
68898,5,ENSMUSG00000036555,140666241,['ENSMUST00000147839'],1,1,12,2,10,68898,Iqce_ENSMUSG00000036555,Iqce-210_ENSMUST00000147839,0,13597
68899,5,ENSMUSG00000036555,140669359,['ENSMUST00000148788'],1,1,12,2,10,68899,Iqce_ENSMUSG00000036555,Iqce-211_ENSMUST00000148788,0,13598
68900,5,ENSMUSG00000036555,140683495,['ENSMUST00000129704'],1,1,12,2,10,68900,Iqce_ENSMUSG00000036555,Iqce-205_ENSMUST00000129704,0,13599
68901,5,ENSMUSG00000036555,140689978,['ENSMUST00000124005'],1,1,12,2,10,68901,Iqce_ENSMUSG00000036555,Iqce-204_ENSMUST00000124005,0,13600
68902,5,ENSMUSG00000036555,140701969,['ENSMUST00000123683'],1,1,12,2,10,68902,Iqce_ENSMUSG00000036555,Iqce-203_ENSMUST00000123683,0,13601
68904,5,ENSMUSG00000036555,140702276,['ENSMUST00000149674'],1,1,12,2,10,68904,Iqce_ENSMUSG00000036555,Iqce-212_ENSMUST00000149674,0,13602
68905,5,ENSMUSG00000036555,140702294,['ENSMUST00000139382'],1,1,12,2,10,68905,Iqce_ENSMUSG00000036555,Iqce-208_ENSMUST00000139382,0,13603
68906,5,ENSMUSG00000036555,140702300,['ENSMUST00000135028'],1,1,12,2,10,68906,Iqce_ENSMUSG00000036555,Iqce-206_ENSMUST00000135028,0,13604
68907,5,ENSMUSG00000036555,140702339,['ENSMUST00000077890'],1,1,12,2,10,68907,Iqce_ENSMUSG00000036555,Iqce-202_ENSMUST00000077890,0,13605
68908,5,ENSMUSG00000036555,140702378,"['ENSMUST00000041783', 'ENSMUST00000142081']",2,2,12,2,10,68908,Iqce_ENSMUSG00000036555,Iqce-201_ENSMUST00000041783,0,13606
68908,5,ENSMUSG00000036555,140702378,"['ENSMUST00000041783', 'ENSMUST00000142081']",2,2,12,2,10,68908,Iqce_ENSMUSG00000036555,Iqce-209_ENSMUST00000142081,0,13606
68939,5,ENSMUSG00000036817,139200637,['ENSMUST00000058716'],1,1,20,2,18,68939,Sun1_ENSMUSG00000036817,Sun1-201_ENSMUST00000058716,0,13607
68940,5,ENSMUSG00000036817,139200643,['ENSMUST00000110883'],1,1,20,2,18,68940,Sun1_ENSMUSG00000036817,Sun1-205_ENSMUST00000110883,0,13608
68941,5,ENSMUSG00000036817,139200660,['ENSMUST00000110884'],1,1,20,2,18,68941,Sun1_ENSMUSG00000036817,Sun1-206_ENSMUST00000110884,0,13609
68942,5,ENSMUSG00000036817,139200667,"['ENSMUST00000142473', 'ENSMUST00000100517']",2,2,20,2,18,68942,Sun1_ENSMUSG00000036817,Sun1-216_ENSMUST00000142473,0,13610
